户型,楼层,面积,装修情况,价格,小区,区域,房屋朝向,配置电梯,挂牌时间,房屋用途,单价
2室1厅,高楼层/共14层,86.46平米,平层/精装,1050.0,紫金印象,西城,房屋朝向,配备电梯,"2023年12月30日
                                                                            ","普通住宅
                                                                            ",121444
2室1厅,高楼层/共14层,72.46平米,平层/简装,760.0,畅柳园,西城,房屋朝向,配备电梯,"2023年12月30日
                                                                            ","普通住宅
                                                                            ",104886
1室1厅,高楼层/共6层,43.9平米,平层/毛坯,539.0,南露园,西城,房屋朝向,,"2023年12月27日
                                                                            ","普通住宅
                                                                            ",122780
2室1厅,顶层/共3层,60.9平米,平层/简装,650.0,百万庄巳区,西城,房屋朝向,,"2023年12月27日
                                                                            ","普通住宅
                                                                            ",106733
1室2厅,中楼层/共14层,59.47平米,平层/简装,650.0,畅柳园,西城,房屋朝向,配备电梯,"2023年12月28日
                                                                            ","普通住宅
                                                                            ",109299
2室1厅,高楼层/共12层,66.63平米,平层/精装,710.0,南纬路2号院,西城,房屋朝向,配备电梯,"2023年12月30日
                                                                            ","普通住宅
                                                                            ",106559
1室0厅,低楼层/共26层,24.03平米,平层/精装,368.0,荣丰2008,西城,房屋朝向,配备电梯,"2023年12月29日
                                                                            ","普通住宅
                                                                            ",153142
2室1厅,中楼层/共14层,63.73平米,平层/简装,616.0,白广路6号院,西城,房屋朝向,配备电梯,"2023年12月27日
                                                                            ","普通住宅
                                                                            ",96658
2室1厅,中楼层/共5层,48.3平米,平层/精装,750.0,真武庙五里,西城,房屋朝向,,"2023年12月28日
                                                                            ","普通住宅
                                                                            ",155280
2室1厅,低楼层/共18层,71.37平米,平层/简装,910.0,新华里12号院,西城,房屋朝向,配备电梯,"2023年12月27日
                                                                            ","普通住宅
                                                                            ",127505
3室2厅,中楼层/共14层,132.42平米,平层/简装,1295.0,丽阳四季,西城,房屋朝向,配备电梯,"2023年12月27日
                                                                            ","普通住宅
                                                                            ",97795
4室2厅,低楼层/共6层,172平米,平层/简装,2406.0,国英园,西城,房屋朝向,,"2023年12月26日
                                                                            ","普通住宅
                                                                            ",139884
2室1厅,底层/共18层,60.34平米,平层/简装,560.0,马连道中里,西城,房屋朝向,配备电梯,"2023年12月27日
                                                                            ","普通住宅
                                                                            ",92808
2室1厅,中楼层/共13层,68.2平米,平层/简装,720.0,白纸坊西街6号院,西城,房屋朝向,配备电梯,"2023年12月25日
                                                                            ","普通住宅
                                                                            ",105572
3室2厅,高楼层/共18层,160.04平米,平层/精装,1450.0,贵仁居,西城,房屋朝向,配备电梯,"2023年12月25日
                                                                            ","普通住宅
                                                                            ",90603
2室1厅,中楼层/共16层,54.8平米,平层/简装,720.0,马甸南村,西城,房屋朝向,配备电梯,"2023年12月25日
                                                                            ","普通住宅
                                                                            ",131387
2室1厅,高楼层/共6层,57平米,平层/简装,705.0,塔院胡同12号院,西城,房屋朝向,,"2023年12月25日
                                                                            ","普通住宅
                                                                            ",123685
2室1厅,中楼层/共5层,46.6平米,平层/毛坯,720.0,新外大街甲8号院,西城,房屋朝向,,"2023年12月28日
                                                                            ","普通住宅
                                                                            ",154507
2室1厅,高楼层/共7层,72.6平米,平层/精装,700.0,展览路,西城,房屋朝向,,"2023年12月24日
                                                                            ","普通住宅
                                                                            ",96419
2室1厅,中楼层/共14层,59.54平米,平层/简装,632.0,畅柳园,西城,房屋朝向,配备电梯,"2023年12月26日
                                                                            ","普通住宅
                                                                            ",106148
2室1厅,中楼层/共6层,62.9平米,平层/精装,635.0,建功北里,西城,房屋朝向,,"2023年12月24日
                                                                            ","普通住宅
                                                                            ",100954
3室1厅,中楼层/共6层,90.5平米,平层/简装,1250.0,新外大街甲8号院,西城,房屋朝向,,"2023年12月30日
                                                                            ","普通住宅
                                                                            ",138122
3室1厅,中楼层/共29层,105.39平米,平层/精装,1450.0,朗琴园,西城,房屋朝向,配备电梯,"2023年12月24日
                                                                            ","普通住宅
                                                                            ",137585
3室1厅,顶层/共6层,66.8平米,平层/简装,730.0,百万庄中里,西城,房屋朝向,,"2023年12月24日
                                                                            ","普通住宅
                                                                            ",109282
2室1厅,高楼层/共12层,59.82平米,平层/精装,658.0,宣武门西大街南区,西城,房屋朝向,配备电梯,"2023年12月24日
                                                                            ","普通住宅
                                                                            ",109997
2室1厅,中楼层/共16层,84.08平米,平层/精装,1309.0,佳慧雅园,西城,房屋朝向,配备电梯,"2023年12月23日
                                                                            ","普通住宅
                                                                            ",155686
2室1厅,高楼层/共16层,65.9平米,平层/简装,985.0,复兴门外大街,西城,房屋朝向,配备电梯,"2023年12月23日
                                                                            ","普通住宅
                                                                            ",149469
2室1厅,底层/共6层,71.01平米,平层/精装,649.0,车站西街15号院,西城,房屋朝向,,"2023年12月30日
                                                                            ","普通住宅
                                                                            ",91396
1室1厅,底层/共6层,39.9平米,平层/简装,618.0,裕中西里,西城,房屋朝向,,"2023年12月22日
                                                                            ","普通住宅
                                                                            ",154888
2室1厅,中楼层/共14层,74.7平米,平层/精装,880.0,新明胡同,西城,房屋朝向,配备电梯,"2023年12月22日
                                                                            ","普通住宅
                                                                            ",117805
2室1厅,中楼层/共23层,124.81平米,平层/简装,865.0,中加大厦,西城,房屋朝向,配备电梯,"2023年12月22日
                                                                            ","普通住宅
                                                                            ",69306
2室1厅,中楼层/共5层,57.64平米,平层/精装,610.0,南横西街94号院,西城,房屋朝向,,"2023年12月24日
                                                                            ","普通住宅
                                                                            ",105830
2室1厅,中楼层/共6层,55.1平米,平层/精装,665.0,东桃园,西城,房屋朝向,,"2023年12月22日
                                                                            ","普通住宅
                                                                            ",120690
2室1厅,高楼层/共6层,60.3平米,平层/简装,812.0,钟声胡同,西城,房屋朝向,,"2023年12月21日
                                                                            ","普通住宅
                                                                            ",134661
3室2厅,中楼层/共9层,137.83平米,平层/其他,2130.0,万和世家,西城,房屋朝向,配备电梯,"2023年12月20日
                                                                            ","普通住宅
                                                                            ",154539
3室1厅,中楼层/共6层,74.2平米,平层/简装,816.0,北露园,西城,房屋朝向,,"2023年12月19日
                                                                            ","普通住宅
                                                                            ",109974
1室1厅,低楼层/共25层,73.77平米,平层/简装,770.0,馨莲茗园,西城,房屋朝向,配备电梯,"2023年12月20日
                                                                            ","普通住宅
                                                                            ",104379
2室1厅,中楼层/共19层,50.1平米,平层/精装,758.0,民康胡同30号院,西城,房屋朝向,配备电梯,"2023年12月18日
                                                                            ","普通住宅
                                                                            ",151298
2室1厅,中楼层/共6层,58.5平米,平层/简装,793.0,新外大街6号院,西城,房屋朝向,,"2023年12月20日
                                                                            ","普通住宅
                                                                            ",135556
3室1厅,底层/共6层,78.1平米,平层/简装,1080.0,柳巷15号院,西城,房屋朝向,,"2023年12月18日
                                                                            ","普通住宅
                                                                            ",138285
3室1厅,中楼层/共20层,77.1平米,平层/简装,818.0,西便门西里,西城,房屋朝向,配备电梯,"2023年12月21日
                                                                            ","普通住宅
                                                                            ",106096
2室1厅,高楼层/共18层,60.7平米,平层/简装,799.0,新明胡同,西城,房屋朝向,配备电梯,"2023年12月18日
                                                                            ","普通住宅
                                                                            ",131631
2室1厅,中楼层/共10层,61.48平米,平层/精装,678.0,宣武门西大街南区,西城,房屋朝向,配备电梯,"2023年12月18日
                                                                            ","普通住宅
                                                                            ",110280
2室1厅,高楼层/共21层,112.58平米,平层/简装,1996.0,阳光丽景,西城,房屋朝向,配备电梯,"2023年12月17日
                                                                            ","普通住宅
                                                                            ",177297
1室0厅,低楼层/共20层,32.19平米,平层/精装,375.0,荣丰2008,西城,房屋朝向,配备电梯,"2023年12月19日
                                                                            ","普通住宅
                                                                            ",116496
3室1厅,高楼层/共6层,97.6平米,平层/简装,1260.0,爱民里小区,西城,房屋朝向,,"2023年12月17日
                                                                            ","普通住宅
                                                                            ",129099
2室1厅,中楼层/共5层,56.8平米,平层/精装,750.0,木樨地,西城,房屋朝向,,"2023年12月18日
                                                                            ","普通住宅
                                                                            ",132043
2室1厅,中楼层/共6层,58.4平米,平层/简装,508.0,门楼巷,西城,房屋朝向,,"2023年12月17日
                                                                            ","普通住宅
                                                                            ",86987
3室1厅,中楼层/共6层,73.26平米,平层/精装,759.0,虎坊路小区,西城,房屋朝向,,"2023年12月17日
                                                                            ","普通住宅
                                                                            ",103604
2室1厅,中楼层/共6层,59.16平米,平层/简装,580.0,白菜湾社区,西城,房屋朝向,,"2023年12月17日
                                                                            ","普通住宅
                                                                            ",98040
1室0厅,高楼层/共26层,22.48平米,平层/简装,359.0,荣丰2008,西城,房屋朝向,配备电梯,"2023年12月17日
                                                                            ","普通住宅
                                                                            ",159698
3室2厅,低楼层/共12层,141.48平米,平层/简装,2546.0,阳光丽景,西城,房屋朝向,配备电梯,"2023年12月16日
                                                                            ","普通住宅
                                                                            ",179955
1室1厅,中楼层/共6层,42.1平米,平层/简装,555.0,月坛北小街甲7号院,西城,房屋朝向,,"2023年12月15日
                                                                            ","普通住宅
                                                                            ",131829
3室1厅,高楼层/共21层,85.19平米,平层/简装,1040.0,教场口9号院,西城,房屋朝向,配备电梯,"2023年12月15日
                                                                            ","普通住宅
                                                                            ",122081
2室2厅,低楼层/共21层,120.71平米,平层/简装,899.0,广信嘉园,西城,房屋朝向,配备电梯,"2023年12月16日
                                                                            ","普通住宅
                                                                            ",74477
1室1厅,高楼层/共18层,66.2平米,平层/其他,1149.0,三里河一区3号院,西城,房屋朝向,配备电梯,"2023年12月19日
                                                                            ","普通住宅
                                                                            ",173565
2室1厅,中楼层/共7层,57.7平米,平层/精装,850.0,爱民里小区,西城,房屋朝向,,"2023年12月18日
                                                                            ","普通住宅
                                                                            ",147314
2室1厅,中楼层/共21层,96.96平米,平层/精装,1168.0,丽水莲花,西城,房屋朝向,配备电梯,"2023年12月14日
                                                                            ","普通住宅
                                                                            ",120463
3室1厅,中楼层/共5层,68.2平米,平层/简装,810.0,百万庄7号院,西城,房屋朝向,,"2023年12月16日
                                                                            ","普通住宅
                                                                            ",118769
2室2厅,底层/共5层,115.4平米,平层/精装,1280.0,玉桃园二区,西城,房屋朝向,,"2023年12月22日
                                                                            ","普通住宅
                                                                            ",110919
2室1厅,中楼层/共6层,57.2平米,平层/简装,730.0,人定湖北巷,西城,房屋朝向,,"2023年12月17日
                                                                            ","普通住宅
                                                                            ",127623
2室1厅,高楼层/共19层,90.01平米,平层/简装,1585.0,三里河一区5号院,西城,房屋朝向,配备电梯,"2023年12月15日
                                                                            ","普通住宅
                                                                            ",176092
2室1厅,低楼层/共6层,60.4平米,平层/毛坯,820.0,灵境胡同,西城,房屋朝向,,"2023年12月11日
                                                                            ","普通住宅
                                                                            ",135762
2室1厅,中楼层/共5层,48平米,平层/精装,620.0,展览路,西城,房屋朝向,,"2023年12月10日
                                                                            ","普通住宅
                                                                            ",129167
2室1厅,低楼层/共14层,56.1平米,平层/简装,598.0,阜成门南大街,西城,房屋朝向,配备电梯,"2023年12月09日
                                                                            ","普通住宅
                                                                            ",106596
3室1厅,底层/共4层,83.7平米,平层/精装,1499.0,国务院宿舍,西城,房屋朝向,,"2023年12月20日
                                                                            ","普通住宅
                                                                            ",179092
2室1厅,中楼层/共5层,59.1平米,平层/精装,955.0,西黄城根45号院,西城,房屋朝向,配备电梯,"2023年12月10日
                                                                            ","普通住宅
                                                                            ",161591
2室1厅,低楼层/共6层,79.22平米,平层/简装,765.0,车站西街9号院,西城,房屋朝向,,"2023年12月08日
                                                                            ","普通住宅
                                                                            ",96567
2室1厅,顶层/共6层,60.1平米,平层/简装,745.0,东斜街,西城,房屋朝向,,"2023年12月17日
                                                                            ","普通住宅
                                                                            ",123961
2室1厅,低楼层/共24层,99.58平米,平层/精装,950.0,广华轩,西城,房屋朝向,配备电梯,"2023年12月08日
                                                                            ","普通住宅
                                                                            ",95401
1室1厅,中楼层/共18层,43.6平米,平层/简装,650.0,三里河东路,西城,房屋朝向,配备电梯,"2023年12月07日
                                                                            ","普通住宅
                                                                            ",149083
2室1厅,中楼层/共14层,59.19平米,平层/简装,610.0,西便门东里,西城,房屋朝向,配备电梯,"2023年12月07日
                                                                            ","普通住宅
                                                                            ",103058
2室1厅,底层/共3层,56.61平米,平层/精装,680.0,百万庄巳区,西城,房屋朝向,,"2023年12月06日
                                                                            ","普通住宅
                                                                            ",120121
1室1厅,高楼层/共28层,43.79平米,平层/精装,440.0,北欧印象,西城,房屋朝向,配备电梯,"2023年12月10日
                                                                            ","普通住宅
                                                                            ",100480
3室2厅,高楼层/共10层,111.5平米,平层/精装,1560.0,新德街35号院,西城,房屋朝向,配备电梯,"2023年12月06日
                                                                            ","普通住宅
                                                                            ",139911
1室1厅,中楼层/共18层,48.09平米,平层/精装,569.0,椿树园,西城,房屋朝向,配备电梯,"2023年12月05日
                                                                            ","普通住宅
                                                                            ",118320
2室1厅,高楼层/共14层,69.96平米,平层/精装,628.0,建功北里,西城,房屋朝向,配备电梯,"2023年12月04日
                                                                            ","普通住宅
                                                                            ",89766
2室1厅,中楼层/共16层,64.91平米,平层/简装,665.0,畅柳园,西城,房屋朝向,配备电梯,"2023年12月03日
                                                                            ","普通住宅
                                                                            ",102450
3室1厅,低楼层/共21层,135.48平米,平层/简装,2410.0,阳光丽景,西城,房屋朝向,配备电梯,"2023年12月05日
                                                                            ","普通住宅
                                                                            ",177887
1室1厅,中楼层/共6层,43.2平米,平层/简装,630.0,裕中东里,西城,房屋朝向,,"2023年12月02日
                                                                            ","普通住宅
                                                                            ",145834
2室1厅,中楼层/共5层,54.2平米,平层/精装,845.0,三里河居民区,西城,房屋朝向,,"2023年12月02日
                                                                            ","普通住宅
                                                                            ",155905
2室1厅,中楼层/共5层,51平米,平层/精装,750.0,五路通北街3号院,西城,房屋朝向,,"2023年12月02日
                                                                            ","普通住宅
                                                                            ",147059
1室1厅,高楼层/共18层,45.2平米,平层/其他,640.0,新明胡同,西城,房屋朝向,配备电梯,"2023年12月17日
                                                                            ","普通住宅
                                                                            ",141593
3室2厅,高楼层/共8层,164.82平米,平层/精装,2963.0,朱雀门,西城,房屋朝向,配备电梯,"2023年11月30日
                                                                            ","普通住宅
                                                                            ",179772
1室1厅,中楼层/共6层,46.6平米,平层/简装,635.0,南礼士路三条北里,西城,房屋朝向,,"2023年11月29日
                                                                            ","普通住宅
                                                                            ",136267
2室1厅,高楼层/共6层,54平米,平层/简装,675.0,小乘巷,西城,房屋朝向,,"2023年11月29日
                                                                            ","普通住宅
                                                                            ",125000
2室1厅,中楼层/共6层,67.9平米,平层/简装,810.0,新街口西里三区,西城,房屋朝向,,"2023年11月29日
                                                                            ","普通住宅
                                                                            ",119294
3室1厅,中楼层/共11层,75.2平米,平层/精装,1169.0,月坛北街,西城,房屋朝向,配备电梯,"2023年11月29日
                                                                            ","普通住宅
                                                                            ",155453
2室2厅,低楼层/共24层,88.78平米,平层/精装,838.0,祥和家苑,西城,房屋朝向,配备电梯,"2023年11月28日
                                                                            ","普通住宅
                                                                            ",94391
1室1厅,顶层/共6层,44.6平米,平层/精装,619.0,铁二区,西城,房屋朝向,,"2023年11月28日
                                                                            ","普通住宅
                                                                            ",138790
2室1厅,底层/共6层,53.1平米,平层/简装,740.0,兴华胡同,西城,房屋朝向,,"2023年11月29日
                                                                            ","普通住宅
                                                                            ",139360
2室2厅,顶层/共7层,105.13平米,平层/精装,769.0,广安小区,西城,房屋朝向,,"2023年12月05日
                                                                            ","普通住宅
                                                                            ",73148
1室1厅,高楼层/共16层,40.84平米,平层/精装,430.0,西便门西里,西城,房屋朝向,配备电梯,"2023年11月27日
                                                                            ","普通住宅
                                                                            ",105289
2室1厅,底层/共6层,60.3平米,平层/精装,760.0,小市口胡同3号院,西城,房屋朝向,,"2023年11月26日
                                                                            ","普通住宅
                                                                            ",126037
2室1厅,中楼层/共7层,61.35平米,平层/简装,515.0,天宁寺东里,西城,房屋朝向,,"2023年12月27日
                                                                            ","普通住宅
                                                                            ",83945
3室1厅,中楼层/共5层,78平米,平层/精装,1014.0,六铺炕三区,西城,房屋朝向,,"2023年11月28日
                                                                            ","普通住宅
                                                                            ",130000
2室1厅,低楼层/共6层,59.5平米,平层/精装,798.0,邱家胡同,西城,房屋朝向,,"2023年11月24日
                                                                            ","普通住宅
                                                                            ",134118
3室0厅,底层/共6层,58.24平米,平层/简装,670.0,右安门内西街,西城,房屋朝向,,"2023年11月23日
                                                                            ","普通住宅
                                                                            ",115042
2室1厅,高楼层/共20层,68.82平米,平层/简装,799.0,广外南街63号院,西城,房屋朝向,配备电梯,"2023年12月27日
                                                                            ","普通住宅
                                                                            ",116100
2室1厅,中楼层/共18层,76.83平米,平层/精装,1000.0,紫金印象,西城,房屋朝向,配备电梯,"2023年12月06日
                                                                            ","普通住宅
                                                                            ",130158
2室1厅,中楼层/共16层,64.8平米,平层/精装,790.0,西直门南小街,西城,房屋朝向,配备电梯,"2023年11月22日
                                                                            ","普通住宅
                                                                            ",121914
2室1厅,顶层/共6层,50.2平米,平层/精装,458.0,红莲南里,西城,房屋朝向,,"2023年11月23日
                                                                            ","普通住宅
                                                                            ",91236
2室1厅,底层/共5层,62.9平米,平层/简装,699.0,新街口七条15号院,西城,房屋朝向,,"2023年11月21日
                                                                            ","普通住宅
                                                                            ",111129
3室1厅,中楼层/共6层,60.34平米,平层/精装,580.0,三义东里,西城,房屋朝向,,"2023年11月21日
                                                                            ","普通住宅
                                                                            ",96122
1室1厅,低楼层/共27层,32.63平米,平层/简装,430.0,玺源台,西城,房屋朝向,配备电梯,"2023年11月23日
                                                                            ","普通住宅
                                                                            ",131781
2室1厅,底层/共16层,57.9平米,平层/简装,810.0,西四北大街160号,西城,房屋朝向,配备电梯,"2023年11月29日
                                                                            ","普通住宅
                                                                            ",139897
1室1厅,顶层/共4层,45.27平米,平层/简装,395.0,春风胡同社区,西城,房屋朝向,,"2023年11月23日
                                                                            ","普通住宅
                                                                            ",87255
1室1厅,低楼层/共6层,51.27平米,平层/简装,495.0,法源寺西里小区,西城,房屋朝向,,"2023年11月23日
                                                                            ","普通住宅
                                                                            ",96548
2室1厅,高楼层/共6层,57.8平米,平层/精装,748.0,白云路七号院,西城,房屋朝向,,"2023年11月18日
                                                                            ","普通住宅
                                                                            ",129412
3室1厅,顶层/共2层,70.3平米,平层/简装,799.0,西直门内大街237号,西城,房屋朝向,配备电梯,"2023年11月26日
                                                                            ","普通住宅
                                                                            ",113656
2室1厅,中楼层/共14层,70.6平米,平层/简装,620.0,建功北里,西城,房屋朝向,配备电梯,"2023年12月04日
                                                                            ","普通住宅
                                                                            ",87819
2室1厅,顶层/共16层,54.92平米,平层/精装,580.0,西便门西里,西城,房屋朝向,配备电梯,"2023年11月18日
                                                                            ","普通住宅
                                                                            ",105609
2室1厅,底层/共5层,58.7平米,平层/简装,680.0,车公庄大街,西城,房屋朝向,,"2023年12月05日
                                                                            ","普通住宅
                                                                            ",115844
3室2厅,高楼层/共16层,114.57平米,平层/精装,1280.0,德胜置业,西城,房屋朝向,配备电梯,"2023年11月17日
                                                                            ","普通住宅
                                                                            ",111723
1室1厅,中楼层/共11层,78.21平米,平层/精装,1130.0,西城晶华,西城,房屋朝向,配备电梯,"2023年12月17日
                                                                            ","普通住宅
                                                                            ",144483
1室0厅,低楼层/共24层,43.08平米,平层/简装,406.0,乐城,西城,房屋朝向,配备电梯,"2023年12月01日
                                                                            ","普通住宅
                                                                            ",94244
3室1厅,顶层/共6层,60.39平米,平层/简装,485.0,鸭子桥南里,西城,房屋朝向,,"2023年11月16日
                                                                            ","普通住宅
                                                                            ",80312
2室0厅,中楼层/共10层,57.16平米,平层/简装,580.0,宣武门西大街南区,西城,房屋朝向,,"2023年11月16日
                                                                            ","普通住宅
                                                                            ",101470
2室1厅,中楼层/共16层,70.68平米,平层/简装,745.0,新安中里,西城,房屋朝向,配备电梯,"2023年12月28日
                                                                            ","普通住宅
                                                                            ",105405
3室2厅,高楼层/共13层,114.62平米,平层/精装,1320.0,椿树园,西城,房屋朝向,配备电梯,"2023年12月04日
                                                                            ","普通住宅
                                                                            ",115164
2室1厅,底层/共6层,51.41平米,平层/精装,499.0,小红庙,西城,房屋朝向,,"2023年11月15日
                                                                            ","普通住宅
                                                                            ",97063
3室1厅,中楼层/共5层,63.4平米,平层/简装,790.0,北顺城街11号院,西城,房屋朝向,,"2023年11月15日
                                                                            ","普通住宅
                                                                            ",124606
2室1厅,低楼层/共18层,50.15平米,平层/简装,599.0,槐柏树后街,西城,房屋朝向,配备电梯,"2023年11月15日
                                                                            ","普通住宅
                                                                            ",119442
3室1厅,低楼层/共28层,97.6平米,平层/其他,958.0,西豪逸景,西城,房屋朝向,配备电梯,"2023年11月16日
                                                                            ","普通住宅
                                                                            ",98156
2室1厅,中楼层/共4层,70.3平米,平层/简装,710.0,百万庄2号院,西城,房屋朝向,,"2023年11月27日
                                                                            ","普通住宅
                                                                            ",100996
2室1厅,高楼层/共19层,74.61平米,平层/简装,620.0,牛街西里,西城,房屋朝向,配备电梯,"2023年11月16日
                                                                            ","普通住宅
                                                                            ",83099
1室1厅,低楼层/共14层,62.23平米,平层/精装,650.0,格调小区,西城,房屋朝向,配备电梯,"2023年11月14日
                                                                            ","普通住宅
                                                                            ",104452
2室1厅,顶层/共6层,58.83平米,平层/精装,575.0,新安南里,西城,房屋朝向,,"2023年11月13日
                                                                            ","普通住宅
                                                                            ",97740
3室1厅,中楼层/共6层,67.37平米,平层/其他,598.0,报国寺东夹道,西城,房屋朝向,,"2023年11月13日
                                                                            ","普通住宅
                                                                            ",88764
3室1厅,底层/共6层,81.8平米,平层/简装,1090.0,羊肉胡同120号院,西城,房屋朝向,,"2023年11月12日
                                                                            ","普通住宅
                                                                            ",133252
2室1厅,中楼层/共9层,64.05平米,平层/简装,695.0,平原里小区,西城,房屋朝向,配备电梯,"2023年11月12日
                                                                            ","普通住宅
                                                                            ",108509
3室1厅,中楼层/共18层,79.8平米,平层/精装,1080.0,新明胡同,西城,房屋朝向,配备电梯,"2023年11月12日
                                                                            ","普通住宅
                                                                            ",135339
1室0厅,底层/共26层,25.19平米,平层/简装,370.0,荣丰2008,西城,房屋朝向,配备电梯,"2023年11月11日
                                                                            ","普通住宅
                                                                            ",146884
2室1厅,中楼层/共5层,42.4平米,平层/简装,655.0,铁四区,西城,房屋朝向,,"2023年12月19日
                                                                            ","普通住宅
                                                                            ",154482
2室1厅,中楼层/共6层,57.01平米,平层/简装,598.0,北礼士路南区,西城,房屋朝向,,"2023年11月10日
                                                                            ","普通住宅
                                                                            ",104894
2室1厅,中楼层/共14层,63.73平米,平层/简装,599.0,白广路6号院,西城,房屋朝向,配备电梯,"2023年11月10日
                                                                            ","普通住宅
                                                                            ",93991
2室2厅,中楼层/共25层,89.3平米,平层/精装,1299.0,红山世家,西城,房屋朝向,配备电梯,"2023年11月10日
                                                                            ","普通住宅
                                                                            ",145465
2室1厅,中楼层/共5层,53.3平米,平层/精装,692.8,月坛北街,西城,房屋朝向,,"2023年11月09日
                                                                            ","普通住宅
                                                                            ",129982
2室1厅,中楼层/共23层,91.27平米,平层/精装,978.0,万博苑,西城,房屋朝向,配备电梯,"2023年11月09日
                                                                            ","普通住宅
                                                                            ",107155
1室1厅,中楼层/共16层,38.99平米,平层/精装,455.0,三义东里,西城,房屋朝向,配备电梯,"2023年11月11日
                                                                            ","普通住宅
                                                                            ",116697
2室1厅,中楼层/共19层,90.09平米,平层/简装,1125.0,清芷园,西城,房屋朝向,配备电梯,"2023年11月14日
                                                                            ","普通住宅
                                                                            ",124876
2室1厅,顶层/共6层,49.1平米,平层/简装,495.0,百万庄2号院,西城,房屋朝向,,"2023年11月09日
                                                                            ","普通住宅
                                                                            ",100815
3室1厅,底层/共6层,64.38平米,平层/精装,635.0,马连道西里,西城,房屋朝向,,"2023年11月07日
                                                                            ","普通住宅
                                                                            ",98634
3室1厅,低楼层/共12层,68.4平米,平层/简装,850.0,北礼士路60号院,西城,房屋朝向,配备电梯,"2023年11月06日
                                                                            ","普通住宅
                                                                            ",124270
2室1厅,中楼层/共27层,99.19平米,平层/简装,810.0,茗筑,西城,房屋朝向,配备电梯,"2023年11月05日
                                                                            ","普通住宅
                                                                            ",81662
1室1厅,中楼层/共6层,39.55平米,平层/简装,448.0,红莲北里,西城,房屋朝向,,"2023年11月04日
                                                                            ","普通住宅
                                                                            ",113275
2室1厅,中楼层/共16层,74.4平米,平层/简装,1338.0,鲍家街,西城,房屋朝向,配备电梯,"2023年12月01日
                                                                            ","普通住宅
                                                                            ",179839
2室1厅,中楼层/共18层,67.54平米,平层/精装,868.0,椿树园,西城,房屋朝向,配备电梯,"2023年11月05日
                                                                            ","普通住宅
                                                                            ",128517
2室1厅,中楼层/共22层,74.14平米,平层/精装,760.0,红莲晴园,西城,房屋朝向,配备电梯,"2023年11月05日
                                                                            ","普通住宅
                                                                            ",102509
1室1厅,顶层/共5层,33.2平米,平层/简装,560.0,德胜里一区,西城,房屋朝向,,"2023年11月03日
                                                                            ","普通住宅
                                                                            ",168675
2室1厅,中楼层/共5层,49.4平米,平层/精装,760.0,月坛北街,西城,房屋朝向,,"2023年11月09日
                                                                            ","普通住宅
                                                                            ",153847
1室1厅,中楼层/共20层,56.98平米,平层/其他,520.0,牛街东里,西城,房屋朝向,配备电梯,"2023年11月10日
                                                                            ","普通住宅
                                                                            ",91261
1室1厅,高楼层/共22层,54.34平米,平层/精装,555.0,常青藤嘉园,西城,房屋朝向,配备电梯,"2023年11月02日
                                                                            ","普通住宅
                                                                            ",102135
1室1厅,中楼层/共20层,56.98平米,平层/其他,538.0,牛街东里,西城,房屋朝向,配备电梯,"2023年11月04日
                                                                            ","普通住宅
                                                                            ",94420
2室1厅,中楼层/共4层,45.5平米,平层/精装,498.0,虎坊路小区,西城,房屋朝向,,"2023年11月03日
                                                                            ","普通住宅
                                                                            ",109451
3室1厅,中楼层/共4层,78.06平米,平层/简装,750.0,虎坊路小区,西城,房屋朝向,,"2023年11月01日
                                                                            ","普通住宅
                                                                            ",96080
2室1厅,中楼层/共5层,49.56平米,平层/精装,530.0,南礼士路,西城,房屋朝向,,"2023年11月05日
                                                                            ","普通住宅
                                                                            ",106942
2室1厅,高楼层/共24层,93.63平米,平层/精装,880.0,乐城,西城,房屋朝向,配备电梯,"2023年10月31日
                                                                            ","普通住宅
                                                                            ",93987
2室1厅,高楼层/共18层,70.7平米,平层/简装,859.0,真武庙六里,西城,房屋朝向,配备电梯,"2023年10月30日
                                                                            ","普通住宅
                                                                            ",121500
2室1厅,中楼层/共5层,48.1平米,平层/简装,570.0,新街口七条15号院,西城,房屋朝向,,"2023年10月30日
                                                                            ","普通住宅
                                                                            ",118504
2室1厅,高楼层/共16层,59.4平米,平层/精装,890.0,复兴门南大街,西城,房屋朝向,配备电梯,"2023年11月04日
                                                                            ","普通住宅
                                                                            ",149832
2室1厅,高楼层/共6层,60.13平米,平层/简装,452.0,红莲南里,西城,房屋朝向,,"2023年11月06日
                                                                            ","普通住宅
                                                                            ",75171
2室1厅,高楼层/共28层,72.76平米,平层/简装,719.0,西豪逸景,西城,房屋朝向,配备电梯,"2023年11月01日
                                                                            ","普通住宅
                                                                            ",98819
1室1厅,中楼层/共6层,35.4平米,平层/其他,599.0,灵境胡同,西城,房屋朝向,,"2023年10月28日
                                                                            ","普通住宅
                                                                            ",169210
3室1厅,顶层/共4层,86.8平米,平层/精装,900.0,真武庙二里,西城,房屋朝向,,"2023年10月27日
                                                                            ","普通住宅
                                                                            ",103687
2室1厅,底层/共16层,52.71平米,平层/简装,489.0,三义东里,西城,房屋朝向,配备电梯,"2023年11月01日
                                                                            ","普通住宅
                                                                            ",92772
1室1厅,低楼层/共13层,46.72平米,平层/简装,510.0,椿树园,西城,房屋朝向,配备电梯,"2023年10月27日
                                                                            ","普通住宅
                                                                            ",109161
